Gene_ID	Gene_Name	Cross-validated R2	Kernel	Degree	C	Population
ENSG00000184227.3	ACOT1	-0.0341499770017594	sigmoid	2	1	AFA
ENSG00000112218.7	GPR63	-0.0341446887809672	sigmoid	2	1e-04	AFA
ENSG00000159842.10	ABR	-0.0341394493480825	poly	6	5e-04	AFA
ENSG00000167377.12	ZNF23	-0.0341313129178861	poly	7	0.1	AFA
ENSG00000087088.15	BAX	-0.0341201348053771	poly	7	0.001	AFA
ENSG00000148343.14	FAM73B	-0.0341099799976153	poly	4	0.005	AFA
ENSG00000111913.11	FAM65B	-0.0341002176983571	sigmoid	2	0.01	AFA
ENSG00000164916.9	FOXK1	-0.0340911679687705	sigmoid	2	1e-04	AFA
ENSG00000221829.5	FANCG	-0.0340859726731187	rbf	2	0.1	AFA
ENSG00000204176.8	SYT15	-0.0340748466905991	poly	7	0.01	AFA
ENSG00000105993.10	DNAJB6	-0.0340284088577589	sigmoid	2	0.5	AFA
ENSG00000108774.10	RAB5C	-0.0340259380082021	sigmoid	2	1e-04	AFA
ENSG00000185669.5	SNAI3	-0.0340041845209722	poly	6	0.05	AFA
ENSG00000133612.14	AGAP3	-0.0339985914407016	sigmoid	2	0.5	AFA
ENSG00000224226.4	TBC1D3B	-0.0339953291466713	sigmoid	2	0.1	AFA
ENSG00000103047.3	TANGO6	-0.0339795375875167	poly	7	0.05	AFA
ENSG00000066697.10	MSANTD3	-0.0339750354473069	poly	5	0.5	AFA
ENSG00000122557.5	HERPUD2	-0.033964833840156	poly	7	1e-04	AFA
ENSG00000186567.8	CEACAM19	-0.0339486697928981	poly	7	0.1	AFA
ENSG00000163218.10	PGLYRP4	-0.033937986834986	sigmoid	2	0.005	AFA
ENSG00000104812.10	GYS1	-0.0339370973997929	sigmoid	2	1e-04	AFA
ENSG00000171552.8	BCL2L1	-0.0339198292648517	poly	3	0.01	AFA
ENSG00000112335.10	SNX3	-0.0339170096130696	poly	7	0.5	AFA
ENSG00000237763.5	AMY1A	-0.0339149560686943	sigmoid	2	0.5	AFA
ENSG00000110851.7	PRDM4	-0.033912504428518	poly	2	0.1	AFA
ENSG00000121057.8	AKAP1	-0.0339031109909123	poly	7	0.1	AFA
ENSG00000198040.6	ZNF84	-0.0338772594019165	poly	7	0.01	AFA
ENSG00000041802.6	LSG1	-0.0338740232947044	poly	7	0.001	AFA
ENSG00000165804.11	ZNF219	-0.0338726998249403	rbf	2	0.01	AFA
ENSG00000080815.14	PSEN1	-0.0338626952558141	poly	7	0.1	AFA
ENSG00000137563.7	GGH	-0.0338583915562443	poly	7	0.001	AFA
ENSG00000005100.8	DHX33	-0.0338318078103584	poly	7	0.1	AFA
ENSG00000145734.14	BDP1	-0.0338259122414022	linear	2	1e-04	AFA
ENSG00000143493.8	INTS7	-0.0338219443923365	poly	7	1e-04	AFA
ENSG00000099817.7	POLR2E	-0.0338081917804114	sigmoid	2	1	AFA
ENSG00000061987.10	MON2	-0.0337588535764741	poly	3	0.1	AFA
ENSG00000151881.10	C5orf28	-0.0337551669954578	rbf	2	0.01	AFA
ENSG00000169599.8	NFU1	-0.0337483278216522	sigmoid	2	0.05	AFA
ENSG00000005486.12	RHBDD2	-0.0337376987113569	rbf	2	0.5	AFA
ENSG00000105879.6	CBLL1	-0.0336711739756066	poly	7	0.005	AFA
ENSG00000127588.4	GNG13	-0.0336582486535483	poly	7	5e-04	AFA
ENSG00000213024.6	NUP62	-0.0336566381534086	rbf	2	0.5	AFA
ENSG00000173120.10	KDM2A	-0.0336452801369499	sigmoid	2	0.01	AFA
ENSG00000109107.9	ALDOC	-0.033640310604872	sigmoid	2	1.5	AFA
ENSG00000203667.5	COX20	-0.0336298611761672	poly	2	0.005	AFA
ENSG00000106682.10	EIF4H	-0.0336250883464096	poly	2	0.05	AFA
ENSG00000205744.5	DENND1C	-0.0336180542973003	sigmoid	2	0.05	AFA
ENSG00000116906.7	GNPAT	-0.0336092176636964	sigmoid	2	1e-04	AFA
ENSG00000155621.10	C9orf85	-0.033603031582504	poly	7	0.01	AFA
ENSG00000135913.6	USP37	-0.0335906451887074	sigmoid	2	0.5	AFA
ENSG00000138279.10	ANXA7	-0.0335875454902567	sigmoid	2	0.05	AFA
ENSG00000166508.13	MCM7	-0.0335804855177912	sigmoid	2	1e-04	AFA
ENSG00000162300.7	ZFPL1	-0.0335790420467797	poly	7	0.005	AFA
ENSG00000010295.15	IFFO1	-0.03357695198886	sigmoid	2	1e-04	AFA
ENSG00000009307.11	CSDE1	-0.0335582849626757	sigmoid	2	1e-04	AFA
ENSG00000125780.11	TGM3	-0.0335467916768833	sigmoid	2	0.05	AFA
ENSG00000156482.6	RPL30	-0.0335141795387249	poly	7	0.1	AFA
ENSG00000012232.4	EXTL3	-0.0335080886668139	poly	7	1e-04	AFA
ENSG00000105835.7	NAMPT	-0.0334934232701071	poly	5	0.1	AFA
ENSG00000008382.11	MPND	-0.0334917206846612	poly	6	0.005	AFA
ENSG00000173812.6	EIF1	-0.0334897697879976	sigmoid	2	0.1	AFA
ENSG00000168131.2	OR2B2	-0.0334889799725059	poly	3	0.1	AFA
ENSG00000160214.8	RRP1	-0.0334880908797042	poly	4	0.1	AFA
ENSG00000172409.5	CLP1	-0.0334738756937714	sigmoid	2	0.1	AFA
ENSG00000119321.4	FKBP15	-0.0334645532582558	sigmoid	2	1e-04	AFA
ENSG00000139921.8	TMX1	-0.0334575120379816	poly	7	0.001	AFA
ENSG00000036565.10	SLC18A1	-0.0334527950017277	poly	7	0.1	AFA
ENSG00000104299.10	INTS9	-0.0334407725069803	poly	7	0.1	AFA
ENSG00000067221.9	STOML1	-0.0334391506058547	rbf	2	0.5	AFA
ENSG00000173535.9	TNFRSF10C	-0.0334172238011885	poly	7	0.1	AFA
ENSG00000143398.15	PIP5K1A	-0.0334090951503629	poly	7	0.01	AFA
ENSG00000110955.4	ATP5B	-0.0333947480005469	poly	3	0.01	AFA
ENSG00000176720.3	BOK	-0.03338894349785	sigmoid	2	1e-04	AFA
ENSG00000048828.12	FAM120A	-0.033386357562462	poly	7	0.005	AFA
ENSG00000101052.8	IFT52	-0.0333836301199309	poly	7	1	AFA
ENSG00000166912.12	MTMR10	-0.0333656100242397	sigmoid	2	1e-04	AFA
ENSG00000160991.10	ORAI2	-0.0333547722781103	sigmoid	2	0.1	AFA
ENSG00000227345.4	PARG	-0.0333495392987071	sigmoid	2	0.1	AFA
ENSG00000104689.5	TNFRSF10A	-0.0333441196856285	sigmoid	2	0.1	AFA
ENSG00000126461.10	SCAF1	-0.0333395887486201	rbf	2	0.05	AFA
ENSG00000166337.5	TAF10	-0.0333303415092757	sigmoid	2	0.05	AFA
ENSG00000115677.12	HDLBP	-0.0332971987783895	sigmoid	2	0.5	AFA
ENSG00000165626.12	BEND7	-0.0332958127162631	poly	7	1e-04	AFA
ENSG00000123815.7	ADCK4	-0.0332814546449967	rbf	2	0.005	AFA
ENSG00000116691.6	MIIP	-0.0332777800950961	sigmoid	2	0.5	AFA
ENSG00000137218.6	FRS3	-0.0332710455832703	poly	7	1e-04	AFA
ENSG00000149925.12	ALDOA	-0.0332618991280201	poly	4	5e-04	AFA
ENSG00000177692.7	DNAJC28	-0.033247971063335	sigmoid	2	1e-04	AFA
ENSG00000163346.12	PBXIP1	-0.0332297105214551	sigmoid	2	1e-04	AFA
ENSG00000189350.8	FAM179A	-0.033227634719908	poly	7	2	AFA
ENSG00000171681.8	ATF7IP	-0.0332246071000949	poly	6	0.1	AFA
ENSG00000169435.9	RASSF6	-0.0332232207305873	sigmoid	2	1e-04	AFA
ENSG00000171496.2	OR1L8	-0.0331890821656334	sigmoid	2	1e-04	AFA
ENSG00000139668.7	WDFY2	-0.0331876213383075	poly	5	0.01	AFA
ENSG00000092931.7	MFSD11	-0.0331858783532012	sigmoid	2	1e-04	AFA
ENSG00000178982.5	EIF3K	-0.0331753514147168	rbf	2	0.1	AFA
ENSG00000188906.9	LRRK2	-0.033142142503885	poly	7	5e-04	AFA
ENSG00000153666.5	GOLGA8I	-0.0331346139653295	poly	2	0.005	AFA
ENSG00000051523.6	CYBA	-0.0331322799733045	poly	2	0.001	AFA
ENSG00000072958.4	AP1M1	-0.0331236061121764	poly	7	0.01	AFA
ENSG00000125868.10	DSTN	-0.0331133324525398	poly	4	0.1	AFA
ENSG00000103005.7	USB1	-0.0330823051324525	rbf	2	0.05	AFA
ENSG00000065615.8	CYB5R4	-0.0330591097796239	sigmoid	2	0.1	AFA
ENSG00000156304.10	SCAF4	-0.0330499399873087	poly	7	0.5	AFA
ENSG00000070190.8	DAPP1	-0.0330367132956399	sigmoid	2	1e-04	AFA
ENSG00000244462.3	RBM12	-0.0330085089499258	poly	4	0.05	AFA
ENSG00000094914.8	AAAS	-0.0330063339881635	sigmoid	2	0.01	AFA
ENSG00000150527.12	CTAGE5	-0.0329748727579211	poly	7	1	AFA
ENSG00000149346.10	SLX4IP	-0.0329154224937443	poly	7	0.01	AFA
ENSG00000124243.12	BCAS4	-0.0329125615352185	sigmoid	2	0.001	AFA
ENSG00000151233.6	GXYLT1	-0.0329125610545915	rbf	2	0.5	AFA
ENSG00000142230.7	SAE1	-0.0328981933091605	sigmoid	2	1e-04	AFA
ENSG00000130287.8	NCAN	-0.0328825320301509	poly	4	0.005	AFA
ENSG00000182481.4	KPNA2	-0.0328812337793775	poly	7	0.05	AFA
ENSG00000127666.8	TICAM1	-0.0328797503510511	sigmoid	2	1e-04	AFA
ENSG00000131115.11	ZNF227	-0.0328749681003287	poly	7	0.1	AFA
ENSG00000196642.10	RABL6	-0.0328679857443943	poly	7	0.5	AFA
ENSG00000267673.2	FDX1L	-0.0328617568578329	poly	7	0.1	AFA
ENSG00000184560.3	C17orf74	-0.0328529399054994	rbf	2	0.1	AFA
ENSG00000146223.10	RPL7L1	-0.0328029923062724	poly	7	0.001	AFA
ENSG00000137413.11	TAF8	-0.032799107188952	poly	7	0.1	AFA
ENSG00000116663.6	FBXO6	-0.0327935632574382	sigmoid	2	1e-04	AFA
ENSG00000175782.8	SLC35E3	-0.0327932121836969	poly	7	1e-04	AFA
ENSG00000117616.13	C1orf63	-0.0327796267644	rbf	2	0.1	AFA
ENSG00000221909.2	FAM200A	-0.0327393548189262	poly	7	0.1	AFA
ENSG00000052841.10	TTC17	-0.0327295771584133	sigmoid	2	5e-04	AFA
ENSG00000114023.11	FAM162A	-0.0327218215925826	sigmoid	2	0.01	AFA
ENSG00000136143.9	SUCLA2	-0.0327211652100755	poly	4	0.1	AFA
ENSG00000144736.9	SHQ1	-0.0327146511630506	poly	7	0.05	AFA
ENSG00000105085.6	MED26	-0.0327105992211623	poly	6	0.001	AFA
ENSG00000105438.4	KDELR1	-0.0327042321216626	sigmoid	2	0.1	AFA
ENSG00000112514.11	CUTA	-0.0326981141657438	sigmoid	2	1e-04	AFA
ENSG00000155034.14	FBXL18	-0.0326819767058691	sigmoid	2	1e-04	AFA
ENSG00000153234.9	NR4A2	-0.0326692938203484	sigmoid	2	0.5	AFA
ENSG00000099785.6	MARCH2	-0.0326634300172285	sigmoid	2	0.1	AFA
ENSG00000110107.4	PRPF19	-0.0326494708694749	sigmoid	2	0.1	AFA
ENSG00000108691.5	CCL2	-0.0326456924462444	poly	5	0.01	AFA
ENSG00000164008.9	C1orf50	-0.0326334507362009	sigmoid	2	0.5	AFA
ENSG00000100650.11	SRSF5	-0.0326239106053944	poly	7	0.1	AFA
ENSG00000162999.8	DUSP19	-0.0326170192833656	poly	4	0.1	AFA
ENSG00000064961.14	HMG20B	-0.032608511972636	sigmoid	2	1e-04	AFA
ENSG00000115421.8	PAPOLG	-0.0326030742722637	poly	4	0.1	AFA
ENSG00000113732.4	ATP6V0E1	-0.0326009684024616	poly	7	0.1	AFA
ENSG00000178789.4	CD300LB	-0.032600894465429	poly	7	0.1	AFA
ENSG00000117305.10	HMGCL	-0.0325953439938267	poly	7	1	AFA
ENSG00000124596.12	OARD1	-0.0325732823368468	sigmoid	2	1e-04	AFA
ENSG00000174744.9	BRMS1	-0.0325625695725728	poly	7	1	AFA
ENSG00000186300.7	ZNF555	-0.03255475755709	sigmoid	2	0.5	AFA
ENSG00000121741.11	ZMYM2	-0.0325471848985674	sigmoid	2	1e-04	AFA
ENSG00000197579.3	TOPORS	-0.0325470891427245	poly	7	0.1	AFA
ENSG00000127920.4	GNG11	-0.0325370787784363	poly	5	0.05	AFA
ENSG00000122417.11	ODF2L	-0.0325109380887421	sigmoid	2	1	AFA
ENSG00000175970.7	UNC119B	-0.0324936038590263	poly	7	0.001	AFA
ENSG00000179889.14	PDXDC1	-0.0324865947181765	poly	7	0.01	AFA
ENSG00000161036.6	LRWD1	-0.0324805221629126	sigmoid	2	0.05	AFA
ENSG00000139343.6	SNRPF	-0.0324788696402579	poly	7	0.05	AFA
ENSG00000174083.13	PIK3R6	-0.032466608660753	poly	2	0.1	AFA
ENSG00000213203.2	GIMAP1	-0.0324638721573222	rbf	2	0.1	AFA
ENSG00000070831.11	CDC42	-0.0324615757425185	poly	3	0.1	AFA
ENSG00000079819.12	EPB41L2	-0.0324429108718901	sigmoid	2	0.01	AFA
ENSG00000115155.12	OTOF	-0.0324385515453255	poly	7	0.5	AFA
ENSG00000119487.12	MAPKAP1	-0.032416618168197	rbf	2	0.1	AFA
ENSG00000183186.6	C2CD4C	-0.032406708687922	rbf	2	0.05	AFA
ENSG00000076685.14	NT5C2	-0.0324022432601804	sigmoid	2	0.005	AFA
ENSG00000027697.8	IFNGR1	-0.0323975667634135	poly	5	0.5	AFA
ENSG00000233276.2	GPX1	-0.0323906179355163	rbf	2	0.05	AFA
ENSG00000064313.7	TAF2	-0.0323861442864033	sigmoid	2	0.01	AFA
ENSG00000137845.10	ADAM10	-0.0323474367088128	sigmoid	2	1e-04	AFA
ENSG00000106617.9	PRKAG2	-0.0323460759242129	sigmoid	2	0.01	AFA
ENSG00000243696.3	MUSTN1	-0.032320157281899	poly	7	1e-04	AFA
ENSG00000038427.11	VCAN	-0.0323093545986111	sigmoid	2	0.1	AFA
ENSG00000094963.9	FMO2	-0.0322958198092568	sigmoid	2	0.01	AFA
ENSG00000117318.8	ID3	-0.0322819286949125	poly	7	1	AFA
ENSG00000181929.7	PRKAG1	-0.0322735578403131	sigmoid	2	1e-04	AFA
ENSG00000142444.6	C19orf52	-0.0322505672422858	sigmoid	2	0.1	AFA
ENSG00000188229.5	TUBB4B	-0.0322311488913228	poly	7	5e-04	AFA
ENSG00000149599.11	DUSP15	-0.032228892359799	sigmoid	2	1e-04	AFA
ENSG00000205403.8	CFI	-0.0322205512004073	sigmoid	2	0.5	AFA
ENSG00000106524.4	ANKMY2	-0.0322031003187172	sigmoid	2	1e-04	AFA
ENSG00000129467.9	ADCY4	-0.0321470921643579	sigmoid	2	0.05	AFA
ENSG00000184260.4	HIST2H2AC	-0.0321470856053181	sigmoid	2	0.5	AFA
ENSG00000111653.15	ING4	-0.0321320550459431	rbf	2	0.1	AFA
ENSG00000070882.8	OSBPL3	-0.0321166202312443	poly	7	1e-04	AFA
ENSG00000083799.13	CYLD	-0.0321101744767359	rbf	2	0.005	AFA
ENSG00000011258.11	MBTD1	-0.0321101473234593	sigmoid	2	1e-04	AFA
ENSG00000183960.4	KCNH8	-0.0320935343338791	poly	7	1.5	AFA
ENSG00000164828.13	SUN1	-0.0320929232777361	poly	4	0.01	AFA
ENSG00000183734.4	ASCL2	-0.0320861805584939	poly	2	0.05	AFA
ENSG00000163050.11	ADCK3	-0.0320792187452508	sigmoid	2	1e-04	AFA
ENSG00000161057.6	PSMC2	-0.0320676755705743	rbf	2	0.5	AFA
ENSG00000161970.8	RPL26	-0.0320550812801939	sigmoid	2	1e-04	AFA
ENSG00000185624.10	P4HB	-0.0320513437785858	sigmoid	2	0.5	AFA
ENSG00000153179.7	RASSF3	-0.0320481424751892	sigmoid	2	1e-04	AFA
ENSG00000121073.9	SLC35B1	-0.0320200008071953	poly	3	0.05	AFA
ENSG00000161204.7	ABCF3	-0.0319660882152662	poly	7	0.05	AFA
ENSG00000198816.5	ZNF358	-0.0319599651708888	poly	7	0.001	AFA
ENSG00000083838.11	ZNF446	-0.0319557804095393	sigmoid	2	1e-04	AFA
ENSG00000100711.9	ZFYVE21	-0.0319398043418575	poly	3	0.01	AFA
ENSG00000168924.10	LETM1	-0.0319345351234726	poly	7	0.5	AFA
ENSG00000166206.9	GABRB3	-0.0319332173931518	sigmoid	2	0.01	AFA
ENSG00000167965.13	MLST8	-0.0319308898193844	sigmoid	2	1e-04	AFA
ENSG00000140332.11	TLE3	-0.0319137790876472	poly	7	1e-04	AFA
ENSG00000101188.4	NTSR1	-0.0319133956164621	rbf	2	2	AFA
ENSG00000241973.6	PI4KA	-0.031911870464509	sigmoid	2	0.05	AFA
ENSG00000167996.11	FTH1	-0.0319022838141267	poly	7	0.5	AFA
ENSG00000160055.15	TMEM234	-0.0319011439671786	sigmoid	2	1e-04	AFA
ENSG00000103197.12	TSC2	-0.0318866521580453	poly	7	0.05	AFA
ENSG00000163041.5	H3F3A	-0.0318860422111541	rbf	2	0.05	AFA
ENSG00000139083.6	ETV6	-0.0318810361199617	poly	2	0.05	AFA
ENSG00000180228.8	PRKRA	-0.0318739925115065	sigmoid	2	1e-04	AFA
ENSG00000185009.8	AP3M1	-0.0318546162681315	sigmoid	2	0.5	AFA
ENSG00000182973.14	CNOT10	-0.0318447759496441	sigmoid	2	0.5	AFA
ENSG00000198301.7	SDAD1	-0.0318437649290416	sigmoid	2	0.5	AFA
ENSG00000149823.3	VPS51	-0.0318206258641003	poly	7	0.001	AFA
ENSG00000175087.5	PDIK1L	-0.0318139383340947	rbf	2	0.1	AFA
ENSG00000138755.5	CXCL9	-0.0318106344719874	sigmoid	2	0.1	AFA
ENSG00000088682.9	COQ9	-0.0318013476088292	poly	7	1	AFA
ENSG00000179292.4	TMEM151A	-0.031793182072003	poly	7	0.5	AFA
ENSG00000132155.7	RAF1	-0.0317873593191131	sigmoid	2	1e-04	AFA
ENSG00000131473.12	ACLY	-0.0317647825265781	poly	3	0.05	AFA
ENSG00000141562.12	NARF	-0.031758302721389	linear	2	5e-04	AFA
ENSG00000256870.2	SLC5A8	-0.0317432894489169	sigmoid	2	0.5	AFA
ENSG00000137337.10	MDC1	-0.0317419333013432	sigmoid	2	0.1	AFA
ENSG00000134780.5	DAGLA	-0.0317413404067961	sigmoid	2	1e-04	AFA
ENSG00000066044.9	ELAVL1	-0.0317393896619123	linear	2	1e-04	AFA
ENSG00000120162.9	MOB3B	-0.0317256097947368	poly	7	1	AFA
ENSG00000169499.10	PLEKHA2	-0.0317042023535376	poly	3	0.005	AFA
ENSG00000138413.9	IDH1	-0.0317019284022959	sigmoid	2	1e-04	AFA
ENSG00000089639.6	GMIP	-0.0316913727938368	poly	2	0.05	AFA
ENSG00000178235.6	SLITRK1	-0.0316844443455399	sigmoid	2	0.1	AFA
ENSG00000133639.3	BTG1	-0.0316769019043453	sigmoid	2	0.5	AFA
ENSG00000196387.5	ZNF140	-0.0316140513141587	linear	2	0.005	AFA
ENSG00000124942.9	AHNAK	-0.031610627870293	sigmoid	2	1e-04	AFA
ENSG00000117523.11	PRRC2C	-0.0315952807679053	sigmoid	2	0.1	AFA
ENSG00000136783.9	NIPSNAP3A	-0.0315861309617351	poly	7	1e-04	AFA
ENSG00000099250.12	NRP1	-0.0315786446527556	poly	7	2	AFA
ENSG00000124813.16	RUNX2	-0.0315466937574447	poly	7	1e-04	AFA
ENSG00000100324.9	TAB1	-0.0315428600653231	sigmoid	2	1e-04	AFA
ENSG00000134538.2	SLCO1B1	-0.0315325279270147	rbf	2	0.1	AFA
ENSG00000108819.9	PPP1R9B	-0.0314992963719474	rbf	2	1e-04	AFA
ENSG00000102580.10	DNAJC3	-0.0314804690400997	poly	7	1e-04	AFA
ENSG00000151422.8	FER	-0.0314777103214969	poly	4	0.05	AFA
ENSG00000165650.7	PDZD8	-0.0314774010908014	sigmoid	2	0.5	AFA
ENSG00000047932.9	GOPC	-0.0314726909501728	sigmoid	2	0.05	AFA
ENSG00000198440.5	ZNF583	-0.0314652286592813	poly	7	0.05	AFA
ENSG00000146409.6	SLC18B1	-0.0314650006751991	poly	7	1e-04	AFA
ENSG00000177383.3	MAGEF1	-0.0314509239815523	poly	7	1e-04	AFA
ENSG00000129219.9	PLD2	-0.0314365795060874	rbf	2	0.1	AFA
ENSG00000077235.13	GTF3C1	-0.0314064717145889	poly	6	0.1	AFA
ENSG00000205572.5	SERF1B	-0.0313961174171005	sigmoid	2	1	AFA
ENSG00000099849.10	RASSF7	-0.0313934401844527	sigmoid	2	0.5	AFA
ENSG00000198431.11	TXNRD1	-0.0313911407249872	sigmoid	2	0.1	AFA
ENSG00000184209.14	SNRNP35	-0.0313845934398265	sigmoid	2	0.01	AFA
ENSG00000066322.8	ELOVL1	-0.031379895465833	sigmoid	2	1e-04	AFA
ENSG00000130813.13	C19orf66	-0.0313749163167044	sigmoid	2	0.05	AFA
ENSG00000151553.10	FAM160B1	-0.0313672072105009	poly	7	0.001	AFA
ENSG00000083312.13	TNPO1	-0.0313492083405282	poly	7	1e-04	AFA
ENSG00000140688.12	C16orf58	-0.0313490809747848	sigmoid	2	0.1	AFA
ENSG00000135842.12	FAM129A	-0.0313486260439731	sigmoid	2	1e-04	AFA
ENSG00000181135.11	ZNF707	-0.0313481637517218	sigmoid	2	0.1	AFA
ENSG00000151779.8	NBAS	-0.0313384945057436	poly	7	1e-04	AFA
ENSG00000149218.4	ENDOD1	-0.0313377168734925	poly	7	0.1	AFA
ENSG00000066135.8	KDM4A	-0.03131626965892	poly	3	0.01	AFA
ENSG00000003393.10	ALS2	-0.0313158387242753	sigmoid	2	1.5	AFA
ENSG00000125534.5	PPDPF	-0.0313107023321779	sigmoid	2	0.5	AFA
ENSG00000184009.5	ACTG1	-0.0313060661726078	poly	7	0.001	AFA
ENSG00000108424.5	KPNB1	-0.0313015826204475	poly	7	0.005	AFA
ENSG00000092978.6	GPATCH2	-0.0312971344201419	sigmoid	2	1e-04	AFA
ENSG00000166710.13	B2M	-0.0312943209768556	rbf	2	0.5	AFA
ENSG00000197568.9	HHLA3	-0.0312754566243268	poly	6	0.05	AFA
ENSG00000176410.7	DNAJC30	-0.0312689969287807	sigmoid	2	1	AFA
ENSG00000167862.5	ICT1	-0.0312632218581087	sigmoid	2	0.5	AFA
ENSG00000168614.13	NBPF9	-0.0312424130054519	sigmoid	2	0.1	AFA
ENSG00000132388.8	UBE2G1	-0.031238935113727	poly	7	0.05	AFA
ENSG00000196967.6	ZNF585A	-0.0312331035923552	rbf	2	0.005	AFA
ENSG00000114120.7	SLC25A36	-0.0312227166578545	rbf	2	0.1	AFA
ENSG00000150990.3	DHX37	-0.0312012490399569	poly	7	0.1	AFA
ENSG00000105810.5	CDK6	-0.0311993590485287	poly	4	0.005	AFA
ENSG00000144815.9	NXPE3	-0.0311760782473421	rbf	2	0.5	AFA
ENSG00000154001.9	PPP2R5E	-0.0311695226328115	poly	2	0.1	AFA
ENSG00000120709.6	FAM53C	-0.0311581374266422	poly	7	1	AFA
ENSG00000196950.9	SLC39A10	-0.0311367805833156	poly	7	0.1	AFA
ENSG00000129028.4	THAP10	-0.0311263529502943	sigmoid	2	1e-04	AFA
ENSG00000167986.9	DDB1	-0.0311251098454121	poly	4	0.1	AFA
ENSG00000100888.8	CHD8	-0.0311077001422866	poly	3	0.05	AFA
ENSG00000166197.12	NOLC1	-0.0311017229102437	poly	7	0.005	AFA
ENSG00000187257.9	RSBN1L	-0.0310752363101617	poly	6	0.1	AFA
ENSG00000105372.2	RPS19	-0.0310730819201284	sigmoid	2	0.005	AFA
ENSG00000105583.5	WDR83OS	-0.0310723349030247	poly	2	0.05	AFA
ENSG00000119927.9	GPAM	-0.0310662454447148	sigmoid	2	1e-04	AFA
ENSG00000109133.8	TMEM33	-0.0310417735378673	sigmoid	2	0.01	AFA
ENSG00000074935.9	TUBE1	-0.0310362089599732	sigmoid	2	1e-04	AFA
ENSG00000023318.7	ERP44	-0.0310334567616177	poly	3	0.1	AFA
ENSG00000176973.7	FAM89B	-0.0310208885385761	sigmoid	2	0.01	AFA
ENSG00000059378.8	PARP12	-0.0310084646641074	poly	3	0.5	AFA
ENSG00000148943.7	LIN7C	-0.0310070232584693	poly	6	0.01	AFA
ENSG00000197785.9	ATAD3A	-0.0309963578922785	sigmoid	2	1.5	AFA
ENSG00000170381.8	SEMA3E	-0.03099436837044	sigmoid	2	1e-04	AFA
ENSG00000123545.5	NDUFAF4	-0.0309894449955946	rbf	2	0.01	AFA
ENSG00000165029.11	ABCA1	-0.0309776438774882	poly	7	0.05	AFA
ENSG00000082153.13	BZW1	-0.0309772281503155	rbf	2	0.1	AFA
ENSG00000119950.16	MXI1	-0.03097609323332	poly	7	0.5	AFA
ENSG00000132561.9	MATN2	-0.0309718249727547	sigmoid	2	1e-04	AFA
ENSG00000168631.7	DPCR1	-0.0309558416099731	poly	2	0.01	AFA
ENSG00000116266.6	STXBP3	-0.0309556212922531	sigmoid	2	0.005	AFA
ENSG00000197557.5	TTC30A	-0.0309552448871304	sigmoid	2	0.5	AFA
ENSG00000136867.6	SLC31A2	-0.0309503414691296	poly	7	1	AFA
ENSG00000114439.14	BBX	-0.0309459373984419	rbf	2	0.05	AFA
ENSG00000105656.7	ELL	-0.0309441590310027	sigmoid	2	1e-04	AFA
ENSG00000105656.7	ELL	-0.0309420503613353	sigmoid	2	1e-04	AFA
ENSG00000149016.11	TUT1	-0.0309383175749586	sigmoid	2	1e-04	AFA
ENSG00000071205.7	ARHGAP10	-0.0309266472225227	poly	7	0.5	AFA
ENSG00000070061.10	IKBKAP	-0.0309256222300256	poly	7	0.5	AFA
ENSG00000221914.4	PPP2R2A	-0.0309120037437605	sigmoid	2	1e-04	AFA
ENSG00000086619.9	ERO1LB	-0.0308974069451213	sigmoid	2	0.5	AFA
ENSG00000184922.9	FMNL1	-0.0308967161429181	poly	4	1e-04	AFA
ENSG00000089159.11	PXN	-0.0308910123008041	poly	7	0.01	AFA
ENSG00000104343.15	UBE2W	-0.0308908170282869	poly	6	0.1	AFA
ENSG00000106100.6	NOD1	-0.030879037641862	poly	7	1e-04	AFA
ENSG00000152443.8	ZNF776	-0.030878799675752	sigmoid	2	0.5	AFA
ENSG00000105401.2	CDC37	-0.0308665292725936	sigmoid	2	0.1	AFA
ENSG00000171970.8	ZNF57	-0.0308191695934418	rbf	2	1e-04	AFA
ENSG00000122863.5	CHST3	-0.0308187773950647	poly	7	1e-04	AFA
ENSG00000162066.10	AMDHD2	-0.0308164319620407	poly	7	0.01	AFA
ENSG00000059728.6	MXD1	-0.03080916386126	poly	7	1e-04	AFA
ENSG00000152953.8	STK32B	-0.0308084697071161	poly	7	1.5	AFA
ENSG00000146858.7	ZC3HAV1L	-0.0308071211768758	sigmoid	2	1e-04	AFA
ENSG00000170832.8	USP32	-0.0308048760409902	rbf	2	0.1	AFA
ENSG00000135299.12	ANKRD6	-0.0307961467021165	rbf	2	0.01	AFA
ENSG00000145945.5	FAM50B	-0.0307942385805817	poly	7	1	AFA
ENSG00000068079.3	IFI35	-0.0307901794795148	poly	7	0.005	AFA
ENSG00000120942.9	UBIAD1	-0.0307856248166551	sigmoid	2	0.1	AFA
ENSG00000155729.8	KCTD18	-0.0307708933539911	poly	2	0.1	AFA
ENSG00000108406.5	DHX40	-0.0307493435986509	poly	3	0.01	AFA
ENSG00000177200.11	CHD9	-0.0307349079136711	sigmoid	2	0.5	AFA
ENSG00000123143.8	PKN1	-0.0307334323965928	poly	5	0.5	AFA
ENSG00000148688.9	RPP30	-0.0307313910650863	rbf	2	0.001	AFA
ENSG00000070214.11	SLC44A1	-0.0306969733913506	poly	4	0.1	AFA
